17.68,93.05,51.5,36232,1679.5,315881,7.5,,,,
17.69,92.07,50,36229,1658.1,316043,7.6,,,,
18.25,94.8,50,36423,1658.1,316222,7.5,,,,
17.8,95.8,52.5,36489,1658.1,316411,7.5,,,,
18.12,104.61,54.9,36444,1685.6,316618,7.3,,,,
17.91,106.57,56.3,36527,1685.6,316844,7.3,,,,
17.88,106.29,56,36594,1685.6,317068,7.2,,,,
17.86,100.54,56.6,36473,1730.3,317281,7.2,,,,
18.15,93.86,57,36545,1730.3,317478,6.9,,,,
18.04,97.63,56.5,36565,1730.3,317664,6.7,,,,
18.15,94.62,51.3,36680,1657.8,317837,6.6,,,,
18.06,100.82,54.3,36867,1657.8,318001,6.7,,,,
18.48,100.8,54.4,37068,1657.8,318172,6.7,,,,
18.35,102.07,55.3,37149,1733.3,318350,6.2,,,,
18.46,102.18,55.6,37281,1733.3,318540,6.3,,,,
18.88,105.79,55.7,37435,1733.3,318739,6.1,,,,
18.96,103.59,56.4,37483,1758,318954,6.2,,,,
18.68,96.54,58.1,37626,1758,319183,6.2,,,,
18.81,93.21,56.1,37653,1758,319411,5.9,,,,
18.5,84.4,57.9,37794,1771.5,319628,5.7,,,,
19.75,75.79,57.6,37917,1771.5,319822,5.8,,,,
20.08,59.29,55.1,38010,1771.5,320002,5.6,,,,
20.02,47.22,53.5,38014,1636.7,320169,5.7,,,,
20.77,50.58,52.9,38059,1636.7,320326,5.5,,,,
20.96,47.82,51.5,38025,1636.7,320489,5.4,,,,
21.42,54.45,51.5,38234,1664.3,320660,5.4,,,,
21.92,59.27,52.8,38349,1664.3,320843,5.5,,,,
22.12,59.82,53.5,38424,1664.3,321035,5.3,,,,
22.4,50.9,52.7,38494,1610.8,321241,5.2,,,,
22.15,42.87,51.1,38584,1610.8,321459,5.1,,,,
21.45,45.48,50.2,38634,1610.8,321675,5,,,,
22.68,46.22,49.4,38715,1423.4,321881,5,,,,
23.67,42.44,48.4,38742,1423.4,322063,5,,,,
23.74,37.19,48,38898,1423.4,322231,5,,,,
22.18,31.68,48.2,38915,1550.5,322391,4.9,,,,
22.02,30.32,49.7,38898,1550.5,322547,4.9,,,,
23.39,37.55,51.7,38970,1550.5,322709,5,,,,
23.97,40.75,50.7,39080,1636.7,322879,5,,,,
23.81,46.71,51,39147,1636.7,323061,4.7,,,,
23.97,48.76,52.8,39216,1636.7,323252,4.9,,,,
24.52,44.65,52.3,39336,1679.4,323458,4.9,,,,
24.57,44.72,49.4,39338,1679.4,323676,4.9,,,,
24.22,45.18,51.7,39388,1679.4,323892,4.9,,,,
