1335.180054,1375.97998,1277.310059,1301.839966,1301.839966,15880260000
1301.839966,1372.930054,1277.469971,1372.709961,1372.709961,16079170000
1372.709961,1420.329956,1328.48999,1328.719971,1328.719971,15332930000
1328.719971,1382.839966,1267.72998,1320.410034,1320.410034,15818550000
1320.410034,1361.390015,1256.26001,1282.709961,1282.709961,16438700000
1282.709961,1373.170044,1233.699951,1362.930054,1362.930054,18832000000
1362.930054,1425.310059,1346.410034,1388.910034,1388.910034,18384820000
1388.910034,1473.099976,1387.380005,1469.25,1469.25,19640690000
1469.25,1478,1350.140015,1394.459961,1394.459961,21494400000
1394.459961,1444.550049,1325.069946,1366.420044,1366.420044,20912000000
1366.420044,1552.869995,1346.619995,1498.579956,1498.579956,26156200000
1498.579956,1527.189941,1339.400024,1452.430054,1452.430054,20106460000
1452.430054,1481.51001,1361.089966,1420.599976,1420.599976,19898300000
1420.599976,1488.930054,1420.599976,1454.599976,1454.599976,21738300000
1454.599976,1517.319946,1413.890015,1430.829956,1430.829956,19089100000
1430.829956,1525.209961,1425.430054,1517.680054,1517.680054,20363700000
1517.680054,1530.089966,1419.439941,1436.51001,1436.51001,20838300000
1436.52002,1454.819946,1305.790039,1429.400024,1429.400024,25951400000
1429.400024,1438.459961,1294.900024,1314.949951,1314.949951,20532300000
1314.949951,1389.050049,1254.069946,1320.280029,1320.280029,23610800000
1320.280029,1383.369995,1274.619995,1366.01001,1366.01001,27829800000
1366.01001,1376.380005,1215.439941,1239.939941,1239.939941,21644400000
1239.939941,1267.420044,1081.189941,1160.329956,1160.329956,27806610000
1160.329956,1269.300049,1091.98999,1249.459961,1249.459961,25409990000
1249.459961,1315.930054,1232,1255.819946,1255.819946,24525900000
1255.819946,1286.619995,1203.030029,1224.380005,1224.380005,24748030000
1224.420044,1239.780029,1165.540039,1211.22998,1211.22998,23793710000
1211.22998,1226.27002,1124.869995,1133.579956,1133.579956,23359200000
1133.579956,1155.400024,944.75,1040.939941,1040.939941,25025290000
1040.939941,1110.609985,1026.76001,1059.780029,1059.780029,29951280000
1059.780029,1163.380005,1054.310059,1139.449951,1139.449951,26330000000
1139.449951,1173.619995,1114.530029,1148.079956,1148.079956,25128570000
1148.079956,1176.969971,1081.660034,1130.199951,1130.199951,29746200000
1130.199951,1130.199951,1074.359985,1106.72998,1106.72998,26047600000
1106.72998,1173.939941,1106.72998,1147.390015,1147.390015,26563200000
1147.390015,1147.839966,1063.459961,1076.920044,1076.920044,28568900000
1076.920044,1106.589966,1048.959961,1067.140015,1067.140015,26905500000
1067.140015,1070.73999,952.919983,989.820007,989.820007,29981510000
989.820007,994.460022,775.679993,911.619995,911.619995,42228720000
911.619995,965,833.440002,916.070007,916.070007,29298400000
916.070007,924.02002,800.200012,815.280029,815.280029,27723710000
815.280029,907.440002,768.630005,885.76001,885.76001,37856310000
885.76001,941.820007,872.049988,936.309998,936.309998,29200960000
936.309998,954.280029,869.450012,879.820007,879.820007,25993640000
879.820007,935.049988,840.340027,855.700012,855.700012,30749580000
855.700012,864.640015,806.289978,841.150024,841.150024,25235300000
841.150024,895.900024,788.900024,848.179993,848.179993,30080030000
848.179993,924.23999,847.849976,916.919983,916.919983,29669610000
916.919983,965.380005,902.830017,963.590027,963.590027,30952100000
963.590027,1015.330017,963.590027,974.5,974.5,31219400000
974.5,1015.409973,962.099976,990.309998,990.309998,31553200000
990.309998,1011.01001,960.840027,1008.01001,1008.01001,24881470000
1008.01001,1040.290039,990.359985,995.969971,995.969971,29940110000
995.969971,1053.790039,995.969971,1050.709961,1050.709961,32298500000
1050.709961,1063.650024,1031.199951,1058.199951,1058.199951,24463220000
1058.199951,1112.560059,1053.410034,1111.920044,1111.920044,27839130000
1111.920044,1155.380005,1105.079956,1131.130005,1131.130005,32820000000
1131.130005,1158.97998,1124.439941,1144.939941,1144.939941,27985600000
1144.939941,1163.22998,1087.160034,1126.209961,1126.209961,33597900000
1126.209961,1150.569946,1107.22998,1107.300049,1107.300049,31611900000
1107.300049,1127.73999,1076.319946,1120.680054,1120.680054,29326400000
1120.680054,1146.339966,1113.319946,1140.839966,1140.839966,27529500000
1140.839966,1140.839966,1078.780029,1101.719971,1101.719971,29285600000
1101.719971,1109.680054,1060.719971,1104.23999,1104.23999,26586800000
1104.23999,1131.540039,1099.180054,1114.579956,1114.579956,26829870000
1114.579956,1142.050049,1090.290039,1130.199951,1130.199951,31511000000
