Date,Open,High,Low,Close,Volume,Adj Close
2017-02-09,840.50,842.924,807.00,827.50,3122700,827.50
2017-02-08,855.00,864.50,819.00,836.50,3897000,836.50
2017-02-07,818.00,841.00,815.00,836.00,2989000,836.00
2017-02-06,813.50,824.50,811.50,817.50,2511100,817.50
2017-02-03,821.00,821.00,808.50,813.00,3171000,813.00
2017-02-02,836.00,844.00,826.00,840.50,3277200,840.50
2017-02-01,842.00,853.50,834.50,835.50,2674600,835.50
2017-01-31,818.50,843.00,818.50,835.00,4169900,835.00
2017-01-30,815.50,835.50,811.50,814.00,3730900,814.00
2017-01-27,817.50,849.677,804.50,822.50,4938100,822.50
2017-01-26,866.00,870.00,833.50,837.00,5805300,837.00
2017-01-25,871.50,884.50,834.00,857.50,6883900,857.50
2017-01-24,804.00,826.50,798.50,824.00,3682900,824.00
2017-01-23,799.00,802.00,782.00,789.50,5986700,789.50
2017-01-20,745.50,763.00,742.50,762.00,3338600,762.00
2017-01-19,747.00,765.00,743.00,752.50,5181100,752.50
2017-01-18,719.00,748.50,714.50,747.00,3774100,747.00
2017-01-17,722.50,723.00,711.542,721.00,3407400,721.00
2017-01-16,732.00,741.50,721.867,733.50,2523000,733.50
2017-01-13,722.00,731.00,712.00,725.00,2632400,725.00
2017-01-12,720.50,738.00,720.50,721.50,3625300,721.50
2017-01-11,727.00,734.00,716.50,721.00,3196400,721.00
2017-01-10,715.50,729.50,713.00,723.00,5605500,723.00
2017-01-09,699.50,706.00,697.572,704.00,3021600,704.00
2017-01-06,696.00,704.00,691.50,694.00,2277400,694.00
2017-01-05,699.00,704.00,691.50,699.50,1967000,699.50
2017-01-04,694.00,697.00,680.50,691.50,2421400,691.50
2017-01-03,681.00,696.50,678.00,690.00,3108100,690.00
2017-01-02,675.00,675.00,675.00,675.00,000,675.00
2016-12-30,674.00,683.50,672.50,675.00,965000,675.00
2016-12-29,683.00,686.50,674.50,676.50,1831100,676.50
2016-12-28,675.50,692.00,672.445,685.50,2585400,685.50
2016-12-27,675.50,675.50,675.50,675.50,000,675.50
